,Source,Target
4209,Are there many Chinese restaurants in Boston?,বস্টনে কি অনেক চিনী রেস্তোরাঁ আছে?
4210,Earthquakes and floods are natural disasters.,ভুমিকম্প আর বন্যা প্রকৃতিক বিপর্যয়।
4211,Football is the most popular sport in Brazil.,ফুটবল হচ্ছে ব্রাজিলের জনপ্রীয়তম খেলা।
4212,How long does it take to walk to the station?,স্টেশন অবধি হেঁটে যেতে কতক্ষণ লাগে?
4213,How much does it cost to eat at such a place?,ওই রকম জায়গায় খেতে গেলে কত খরচ পরবে?
4214,I am going to stay here for a couple of days.,আমি এখানে দু এক দিনের জন্য থাকব।
4215,I am staying at the hotel for the time being.,আপাতত আমি একটা হোটেলে রয়েছি।
4216,I arrived at Narita the day before yesterday.,আমি গত পরশু নারিতায় পৌছেছি।
4217,I can only speak French and a little English.,আমি খালি ফরাসি আর একটু ইংরাজিতে কথা বলতে পারি।
4218,I have to give back the book before Saturday.,আমাকে শনিবারের আগে বইটা ফেরত দিতে হবে।
4219,I'll do my best not to disturb your studying.,তোমার পড়াশুনায় বিরক্ত না করার যথাসাধ্য চেষ্টা করবো।
4220,The bus stop is five minutes' walk from here.,বাস স্টপটা এখান থেকে পাঁচ মিনিটের হাঁটা পথ।
4221,This is the third longest river in the world.,এটা পৃথিবীর তৃতীয় দীর্ঘতম নদী।
4222,Tom is eating breakfast alone in the kitchen.,টম রান্নাঘরে একলা প্রাতরাশ করছে।
4223,Tom saw dirty footprints on the white carpet.,টম কার্পেটের উপর নোংরা পায়ের ছাপ দেখতে পেল।
4224,"Tom was standing at the bar, drinking a beer.",টম বারে দাঁড়িয়ে বিয়ার খাচ্ছিল।
4225,Tom went to the post office to mail a letter.,টম একটা চিঠি ডাকে দেওয়ার জন্য পোস্ট অফিসে গেলো।
4226,"Tom works very hard, but not as hard as Mary.","টম খুব খাটে, কিন্তু মেরির মতো নয়।"
4227,Visit our website for additional information.,অতিরিক্ত তথ্যের জন্য আমাদের ওয়েবসাইটে যান।
4228,What time does the train for New York depart?,নিউ ইয়র্কের ট্রেনটা কটার সময় ছাড়ে?
4229,What will you be doing at this time tomorrow?,কাল আপনি এই সময় কি করবেন?
4230,What will you be doing at this time tomorrow?,কাল তুমি এই সময় কি করবে?
4231,A lot of English words are derived from Latin.,ইংরাজির অনেক শব্দ লাতিন থেকে উৎপন্ন হয়েছে।
4232,A river separates the city into east and west.,শহরটাকে একটা নদী পুর্ব আর পশ্চিমে ভাগ করেছে।
4233,I don't know if today is Tuesday or Wednesday.,আমি জানিনা আজ মঙ্গলবার না বুধবার।
4234,I feed my cat every morning and every evening.,আমি আমার বেড়ালকে রোজ সকালে আর বিকালে খাবার দিই।
4235,I wouldn't be calling if it weren't important.,দরকারি না হলে আমি ফোন করতাম না।
4236,I'm sure my parents won't let me go by myself.,আমি নিশ্চিত আমার বাবা-মা আমাকে একলা যেতে দেবে না।
4237,It looks like Tom has broken a couple of ribs.,মনে হচ্ছে টমের কয়েকটা পাঁজর ভেঙ্গেছে।
